Volcano Name,Country,Latitude,Longitude,Elevation (m),Type,Status,Last Known Eruption,year,mo,dy,tsu,eq,vei,deaths,damage_mil,houses_destroyed,total_deaths,total_damage_mil
Otdelniy,Russia,52.221,157.435,814,Shield volcano,Holocene,U,,,,,,,,,,,
Amasing,Indonesia,-0.53,127.48,1030,Stratovolcano,Holocene,U,,,,,,,,,,,
Petacas,Colombia,1.57,-76.78,3280,Lava dome,Holocene,Unknown,,,,,,,,,,,
Sanford,United States,62.22,-144.13,4949,Shield volcano,Holocene,Unknown,,,,,,,,,,,
Adams,United States,46.206,-121.49,3742,Stratovolcano,Tephrochronology,D6,,,,,,,,,,,
Unnamed,Indonesia,3.97,124.17,-5000,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
Kebeney,Russia,57.1,159.93,1527,Shield volcano,Holocene,U,,,,,,,,,,,
Tecapa,El Salvador,13.494,-88.502,1593,Stratovolcano,Holocene,U,,,,,,,,,,,
Komarov,Russia,55.033,160.725,2065,Stratovolcano,Holocene,U,,,,,,,,,,,
Rota,Nicaragua,12.55,-86.75,832,Stratovolcano,Holocene,U,,,,,,,,,,,
Serdan-Oriental,Mexico,19.27,-97.47,3485,Tuff cone,Holocene,U,,,,,,,,,,,
Unnamed,Atlantic Ocean,49,-34.5,-1650,Submarine volcano,Historical,D3,,,,,,,,,,,
Mariana Back-Arc Segment at 15.5°N,United States,15.406,144.506,-4100,Submarine,,D1,,,,,,,,,,,
Minami-Hiyoshi,Japan,23.5,141.935,-107,Submarine volcano,Historical,D1,,,,,,,,,,,
Takaharayama,Japan,36.9,139.777,1795,Stratovolcano,Holocene,U7,,,,,,,,,,,
Hulubelu,Indonesia,-5.334,104.59,849,Caldera,Fumarolic,U,,,,,,,,,,,
Emuruangogolak,Kenya,1.5,36.33,1285,Shield volcano,Radiocarbon,D2,,,,,,,,,,,
Tarakan,Indonesia,1.83,127.83,318,Pyroclastic cone,Holocene,U,,,,,,,,,,,
San Felix,Chile,-26.27,-80.12,183,Shield volcano,Holocene,U,,,,,,,,,,,
"Overo, Cerro",Chile,-23.52,-67.67,4555,Maar,Holocene,U,,,,,,,,,,,
Korovin,United States,52.381,-174.166,1518,Stratovolcano(es),,D1,,,,,,,,,,,
Unnamed,Syria,33.308,36.925,945,Volcanic field,Holocene,U,,,,,,,,,,,
East Gakkel Ridge at 85°E,Arctic Ocean,85.608,85.25,-3800,Submarine volcano,Holocene,U,,,,,,,,,,,
Granada,Nicaragua,11.9,-85.979,250,Fissure vent,Holocene,U,,,,,,,,,,,
Newer Volcanics Province,Australia,-37.77,142.5,1011,Shield volcano,Radiocarbon,D7,,,,,,,,,,,
Sakar,Papua New Guinea,-5.414,148.094,992,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Tjornes Fracture Zone,Iceland,66.309,-17.118,-75,Submarine volcano,Historical,D3,,,,,,,,,,,
Suoh,Indonesia,-5.25,104.27,1000,Maar,Historical,D2,,,,,,,,,,,
Tacana,Mexico,15.132,-92.109,4064,Stratovolcano,Historical,D1,,,,,,,,,,,
Mallahle,Ethiopia,13.27,41.65,1875,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Isluga,Chile,-19.15,-68.83,5550,Stratovolcano,Historical,D2,,,,,,,,,,,
Erta Ale,Ethiopia,13.6,40.67,613,Shield volcano,Historical,D1,,,,,,,,,,,
Patah,Indonesia,-4.257,103.306,2836,Unknown,Uncertain,Unknown,,,,,,,,,,,
Miravalles,Costa Rica,10.748,-85.153,2028,Stratovolcano,Historical,D2,,,,,,,,,,,
Wallis Islands,Wallis & Futuna,-13.3,-176.17,143,Shield volcano,Holocene,U,,,,,,,,,,,
Unnamed,Russia,46.1,150.5,-100,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
Twin Buttes,United States,40.78,-121.6,1631,Cinder cone,Holocene,Unknown,,,,,,,,,,,
Chiles-Cerro Negro,Ecuador,0.817,-77.938,4698,Stratovolcano,Holocene,D2,,,,,,,,,,,
Muhavura,Uganda,-1.383,29.678,4103,Stratovolcano,Holocene,U,,,,,,,,,,,
Infiernillo,Chile,-35.123,-69.9,3007,Lava dome,Holocene,U,,,,,,,,,,,
Risco Plateado,Argentina,-34.917,-69.981,4999,Stratovolcano,Holocene?,?,,,,,,,,,,,
Ndete Napu,Indonesia,-8.72,121.78,750,Fumarole field,Fumarolic,Unknown,,,,,,,,,,,
Traitor's Head,Vanuatu,-18.754,169.238,817,Stratovolcano,Historical,D3,,,,,,,,,,,
Kekurny,Russia,56.4,158.85,1377,Shield volcano,Holocene,U,,,,,,,,,,,
Tinguiririca,Chile,-34.814,-70.352,4280,Stratovolcano,Historical,D2,,,,,,,,,,,
Unnamed,Antarctica,-73.45,164.58,2987,Scoria cone,Holocene,Unknown,,,,,,,,,,,
Jordan Craters,United States,43.147,-117.46,1473,Volcanic field,Holocene,U,,,,,,,,,,,
Sulu Range,Papua New Guinea,-5.5,150.942,610,Hydrothermal field,Hot Springs,Unknown,,,,,,,,,,,
Yufu-Tsurumi,Japan,33.282,131.39,1584,Lava dome,Historical,D6,,,,,,,,,,,
"Atuel, Caldera del",Argentina,-34.65,-70.05,5189,Caldera,Holocene,U,,,,,,,,,,,
Anatahan,United States,16.35,145.67,790,Stratovolcano,Holocene,U,,,,,,,,,,,
Pampa Luxsar,Bolivia,-20.85,-68.2,5543,Volcanic field,Holocene,U,,,,,,,,,,,
Asavyo,Ethiopia,13.098,41.599,1338,Shield volcano,Holocene,U,,,,,,,,,,,
Odamoisan [Tebenkov],Russia,45.028,147.918,1208,Stratovolcano,,Unknown,,,,,,,,,,,
San Joaquin,Equatorial Guinea,3.35,8.63,2009,Shield volcano,Holocene,U,,,,,,,,,,,
Hiri,Indonesia,0.9,127.32,630,Stratovolcano,Holocene,U,,,,,,,,,,,
Ichinsky,Russia,55.678,157.718,3596,Stratovolcano,Holocene,U,,,,,,,,,,,
Fernandina,Ecuador,-0.37,-91.55,1476,Shield volcano,Historical,D1,,,,,,,,,,,
Rumble III,New Zealand,-35.745,178.478,-220,Submarine volcano,Hydrophonic,D1,,,,,,,,,,,
Reykjaneshryggur,Iceland,63.67,-23.33,80,Submarine volcanoes,Historical,D1,,,,,,,,,,,
Zubair Group,Yemen,15.05,42.18,191,Shield volcano,Historical,D3,,,,,,,,,,,
Tres Virgenes,Mexico,27.47,-112.591,1934,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
Conchaguita,El Salvador,13.22,-87.765,550,Stratovolcano,Historical,D3,,,,,,,,,,,
South Sarigan Seamount,United States,16.58,145.78,-184,Submarine,,D1,,,,,,,,,,,
Suwanosejima,Japan,29.638,129.714,796,Stratovolcano,Historical,D1,,,,,,,,,,,
Bolshoi-Kekuknaysky,Russia,56.483,157.917,1401,Shield volcano,Holocene,U,,,,,,,,,,,
Isanotski,United States,54.765,-163.723,2446,Stratovolcano,Historical,D3,,,,,,,,,,,
Lurus,Indonesia,-7.7,113.58,539,Complex volcano,Holocene,Unknown,,,,,,,,,,,
Etorofu-Yakeyama [Grozny Group],Russia,45.012,147.871,1158,Complex volcano,Historical,D1,,,,,,,,,,,
Karaca Dag,Turkey,37.67,39.83,1957,Shield volcano,Holocene,U,,,,,,,,,,,
Lascar,Chile,-23.37,-67.73,5592,Stratovolcano,Historical,D1,,,,,,,,,,,
Muria,Indonesia,-6.62,110.88,1625,Stratovolcano,Holocene,D7,,,,,,,,,,,
Snegovoy,Russia,58.2,160.97,2169,Shield volcano,Holocene,U,,,,,,,,,,,
"Blancas, Lomas",Chile,-36.286,-71.009,2268,Stratovolcano,Holocene,U,,,,,,,,,,,
Mare,Indonesia,0.57,127.4,308,Unknown,Holocene,U,,,,,,,,,,,
Banahaw,Philippines,14.07,121.48,2158,Complex volcano,Holocene,U,,,,,,,,,,,
Unnamed,Papua New Guinea,-4.75,150.85,0,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
"Koussi, Emi",Chad,19.8,18.53,3415,Stratovolcano,Holocene,U,,,,,,,,,,,
Tao-Rusyr Caldera,Russia,49.34,154.725,1272,Stratovolcano,Historical,D2,,,,,,,,,,,
Giggenbach,New Zealand,-30.036,-178.712,-65,Submarine volcano,Fumarolic,U,,,,,,,,,,,
Elovsky,Russia,57.55,160.53,1381,Shield volcano,Holocene,U,,,,,,,,,,,
Unnamed,Pacific Ocean,-53.9,-140.3,-1000,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
Picos Fissural Volcanic System,Portugal,37.78,-25.67,350,Pyroclastic cone,Historical,D5,,,,,,,,,,,
Zavodovski,Antarctica,-56.3,-27.57,551,Stratovolcano,Historical,D3,,,,,,,,,,,
"Karaha, Kawah",Indonesia,-7.12,108.08,1155,Fumarole field,Fumarolic,U,,,,,,,,,,,
"Trois Pitons, Morne",Dominica,15.37,-61.33,1387,Lava dome,Historical,D3,,,,,,,,,,,
Tindfjallajokull,Iceland,63.783,-19.716,1464,Stratovolcano,Holocene,U,,,,,,,,,,,
"Solo, El",Argentina,-27.105,-68.713,6205,Complex volcano,Holocene,U,,,,,,,,,,,
Northern EPR at 17°N,Pacific Ocean,16.55,-105.32,-2700,Submarine,,D7,,,,,,,,,,,
Borawli Complex,Ethiopia,11.63,41.45,875,Lava dome,Holocene,U,,,,,,,,,,,
Ngaoundere Plateau,Cameroon,7.25,13.67,0,Volcanic field,Holocene,Unknown,,,,,,,,,,,
Maruyama,Japan,43.418,143.031,2013,Lava dome,Historical,D3,,,,,,,,,,,
Kurose Hole,Japan,33.4,139.68,-107,Submarine volcano,Holocene?,?,,,,,,,,,,,
Harunasan,Japan,36.477,138.851,1449,Stratovolcano,Anthropology,D6,,,,,,,,,,,
Atakor Volcanic Field,Algeria,23.33,5.83,2918,Scoria cones,Holocene,U,,,,,,,,,,,
Caichinque,Chile,-23.949,-67.74,4458,Maar,Holocene,U,,,,,,,,,,,
Hitokappu Volcano Group,Russia,44.857,147.403,1610,Stratovolcano,Holocene,U,,,,,,,,,,,
Auckland Volcanic Field,New Zealand,-36.89,174.81,260,Volcanic field,Radiocarbon,D6,,,,,,,,,,,
Huambo,Peru,-15.78,-72.08,4554,Stratovolcano,Holocene,U,,,,,,,,,,,
Koranga,Papua New Guinea,-7.33,146.708,1500,Explosion crater,Holocene,U,,,,,,,,,,,
Gallego,Solomon Is.,-9.35,159.73,1000,Volcanic field,Holocene,Unknown,,,,,,,,,,,
Ipala,Guatemala,14.55,-89.63,1650,Stratovolcano,Holocene,U,,,,,,,,,,,
Amak,United States,55.424,-163.149,488,Stratovolcano,Historical,D4,,,,,,,,,,,
Sork Ale,Ethiopia,13.18,41.725,1611,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Butajiri-Silti Field,Ethiopia,8.05,38.35,2281,Fissure vent,Holocene,U,,,,,,,,,,,
Saba,Netherlands,17.63,-63.23,887,Stratovolcano,Historical,D5,,,,,,,,,,,
Stepovak Bay Group,United States,55.917,-160.017,1633,Volcanic field,Holocene,Unknown,,,,,,,,,,,
Ma Alalta,Ethiopia,13.013,40.185,1745,Stratovolcano,Holocene,U,,,,,,,,,,,
"Singuil, Cerro",El Salvador,14.054,-89.631,926,Cinder cone,Holocene,U,,,,,,,,,,,
"Resago, Volcan",Chile,-36.45,-70.92,1890,Cinder cone,Holocene,U,,,,,,,,,,,
Gamchen,Russia,54.974,160.703,2539,Complex volcano,Holocene,U,,,,,,,,,,,
Akademia Nauk,Russia,53.98,159.45,1180,Stratovolcanoes,Historical,D2,,,,,,,,,,,
Yonemaru-Sumiyoshiike,Japan,31.771,130.592,40,Maar,Radiocarbon,D7,,,,,,,,,,,
Unnamed,Papua New Guinea,-4.311,146.256,-2000,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
Unnamed,Tonga,-24.8,-177.02,-385,Submarine volcano,Fumarolic,U,,,,,,,,,,,
Kiaraberes-Gagak,Indonesia,-6.73,106.65,1511,Stratovolcano,Historical,D2,,,,,,,,,,,
Gada Ale,Ethiopia,13.975,40.408,287,Stratovolcano,Holocene,U,,,,,,,,,,,
Ahyi,United States,20.42,145.03,-75,Submarine volcano,Uncertain,U,,,,,,,,,,,
Suiyo Seamount,Japan,28.575,140.633,-991,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
Fedotych,Russia,57.13,160.4,965,Shield volcano,Holocene,U,,,,,,,,,,,
Ubehebe Craters,United States,37.02,-117.45,752,Maar,Holocene,U,,,,,,,,,,,
Makaturing,Philippines,7.644,124.317,1818,Stratovolcano,Holocene,U,,,,,,,,,,,
"Malinche, La",Mexico,19.231,-98.032,4461,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
"Auquihuato, Cerro",Peru,-15.07,-73.18,4980,Stratovolcano,Holocene,U,,,,,,,,,,,
Boset,Ethiopia,8.558,39.475,2447,Stratovolcano,Holocene,U,,,,,,,,,,,
Unnamed,Japan,26.133,144.483,-3200,Submarine volcano?,Uncertain,?,,,,,,,,,,,
Spectrum Range,Canada,57.43,-130.68,2430,Shield volcano,Holocene,U,,,,,,,,,,,
Yangudi,Ethiopia,10.58,41.042,1383,Complex volcano,Holocene,U,,,,,,,,,,,
Unnamed,China,35.85,91.7,5400,Volcanic field,Holocene,U,,,,,,,,,,,
"Grille, La",Comoros,-11.47,43.33,1087,Shield volcano,Holocene,U,,,,,,,,,,,
Clear Lake Volcanic Field,United States,38.97,-122.77,1439,Volcanic field,Holocene,U,,,,,,,,,,,
Southern EPR-Segment I,Pacific Ocean,-18.53,-113.42,-2600,Submarine volcano,Magnetism,D2,,,,,,,,,,,
Nishinoshima,Japan,27.247,140.874,25,Caldera,Historical,D2,,,,,,,,,,,
Kuh-e Nader,Iran,28.17,60.67,1500,Volcanic field,Holocene,Unknown,,,,,,,,,,,
Unnamed,Indian Ocean,11.75,80.75,0,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
"Pantojo, Cerro",Chile,-40.77,-71.95,1897,Stratovolcano,Holocene,U,,,,,,,,,,,
Sashiusudake [Baransky],Russia,45.1,148.019,1125,Stratovolcano,Historical,D2,,,,,,,,,,,
Qualibou,St. Lucia,13.83,-61.05,777,Caldera,Historical,D4,,,,,,,,,,,
Upolu,Samoa,-13.935,-171.72,1100,Shield volcano,Holocene,U,,,,,,,,,,,
Lipari,Italy,38.49,14.933,590,Stratovolcanoes,Radiocarbon,D6,,,,,,,,,,,
Korosi,Kenya,0.77,36.12,1446,Shield volcano,Holocene,U,,,,,,,,,,,
Craters of the Moon,United States,43.42,-113.5,2005,Cinder cone,Radiocarbon,D7,,,,,,,,,,,
Ljosufjoll,Iceland,64.9,-22.483,1063,Fissure vent,Anthropology,D6,,,,,,,,,,,
Tri Sestry,Russia,45.93,149.92,998,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Black Rock Desert,United States,38.97,-112.5,1800,Volcanic field,Radiocarbon,D6,,,,,,,,,,,
"Toluca, Nevado de",Mexico,19.108,-99.758,4680,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
Bamus,Papua New Guinea,-5.2,151.23,2248,Stratovolcano,Anthropology,D3,,,,,,,,,,,
Hornopiren,Chile,-41.874,-72.431,1572,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Unnamed,Atlantic Ocean,66,-27.75,-108,Submarine volcano,Uncertain,D4,,,,,,,,,,,
Iettunup,Russia,58.4,161.08,1340,Shield volcano,Holocene,U,,,,,,,,,,,
Unnamed,Syria,36.67,37,0,Unknown,Historical,D6,,,,,,,,,,,
Vailulu'u,United States,-14.215,-169.058,-592,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
"Nicholson, Cerro",Peru,-16.261,-71.754,2525,Cinder cone,Holocene,U,,,,,,,,,,,
Olkaria,Kenya,-0.904,36.292,2434,Pumice cone,Radiocarbon,D4,,,,,,,,,,,
Pogranychny,Russia,56.85,159.8,1427,Shield volcano,Holocene,U,,,,,,,,,,,
Peinado,Argentina,-26.623,-68.116,5741,Stratovolcano,Holocene,U,,,,,,,,,,,
Endeavour Segment,Pacific Ocean,47.95,-129.1,-2050,Submarine volcano,Historical,D1,,,,,,,,,,,
Orosi,Costa Rica,10.98,-85.473,1659,Stratovolcano,Uncertain,Unknown,,,,,,,,,,,
Copiapo,Chile,-27.3,-69.13,6052,Stratovolcano,Uncertain,Unknown,,,,,,,,,,,
"Umm Arafieb, Jebel",Sudan,18.17,33.83,0,Shield volcano,Holocene,Unknown,,,,,,,,,,,
Meager,Canada,50.63,-123.5,2680,Complex volcano,Radiocarbon,D7,,,,,,,,,,,
Leonard Range,Philippines,7.382,126.047,1080,Stratovolcano,Holocene,U,,,,,,,,,,,
Coronado,Mexico,29.08,-113.513,440,Stratovolcano,Fumarolic,U,,,,,,,,,,,
Tatun Volcanic Group,China,25.178,121.553,1120,Stratovolcano,Pleistocene-Fumarol,Q,,,,,,,,,,,
Kurub,Ethiopia,11.88,41.208,625,Shield volcano,Holocene,U,,,,,,,,,,,
Niseko,Japan,42.875,140.659,1308,Stratovolcano,Holocene,U,,,,,,,,,,,
Zavaritzki Caldera,Russia,46.925,151.95,624,Caldera,Historical,D2,,,,,,,,,,,
"Tigre, Isla del",Honduras,13.274,-87.639,774,Stratovolcano,Holocene,U,,,,,,,,,,,
Corcovado,Chile,-43.189,-72.794,1826,Stratovolcanoes,Radiocarbon,D7,,,,,,,,,,,
Farallon de Pajaros,United States,20.546,144.893,337,Stratovolcano,Historical,D1,,,,,,,,,,,
Myojinsho,Japan,31.888,139.918,11,Submarine volcano,Historical,D1,,,,,,,,,,,
Zaozerny,Russia,56.88,159.95,1349,Shield volcano,Holocene,U,,,,,,,,,,,
Meru,Tanzania,-3.244,36.75,4550,Stratovolcano,Historical,D2,,,,,,,,,,,
Tecuamburro,Guatemala,14.156,-90.407,1845,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
Bolshoi Semiachik,Russia,54.32,160.02,1720,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
Kerinci,Indonesia,-1.697,101.264,3800,Stratovolcano,Historical,D1,,,,,,,,,,,
Ekarma,Russia,48.958,153.93,1170,Stratovolcano,Historical,D1,,,,,,,,,,,
Tumble Buttes,United States,40.68,-121.55,2191,Cinder cone,Holocene,Unknown,,,,,,,,,,,
Jailolo,Indonesia,1.08,127.439,993,Stratovolcano,Holocene,U,,,,,,,,,,,
Kujusan,Japan,33.086,131.249,1791,Stratovolcano,Historical,D1,,,,,,,,,,,
Mariveles,Philippines,14.527,120.482,1388,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
Edgecumbe,United States,57.05,-135.75,970,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
Kaguyak,United States,58.608,-154.028,901,Stratovolcano,Holocene,D7,,,,,,,,,,,
Sessagara,Papua New Guinea,-9.549,149.151,493,Unknown,Holocene,U,,,,,,,,,,,
Palomo,Chile,-34.608,-70.295,4860,Stratovolcano,Holocene,U,,,,,,,,,,,
Chiracha,Ethiopia,6.65,38.12,1636,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Nikko,Japan,23.078,142.326,-392,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
Sumaco,Ecuador,-0.538,-77.626,3990,Stratovolcano,Historical,D3,,,,,,,,,,,
Thompson Island,Atlantic Ocean,-53.93,5.5,0,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
Taftan,Iran,28.6,61.13,3940,Stratovolcano,Holocene,U,,,,,,,,,,,
Ugashik-Peulik,United States,57.751,-156.368,1474,Stratovolcano,Historical,D3,,,,,,,,,,,
Tangaroa,New Zealand,-36.321,178.028,-600,Submarine volcano,Fumarolic,U,,,,,,,,,,,
Bouvet,Bouvet I.,-54.408,3.351,741,Shield volcano,Magnetism,D7,,,,,,,,,,,
Walvis Ridge at 33°S,Atlantic Ocean,-32.958,-5.22,-1200,Submarine,,D1,,,,,,,,,,,
Maca,Chile,-45.1,-73.17,2960,Stratovolcano,Holocene,U,,,,,,,,,,,
Ketoi,Russia,47.35,152.475,1172,Stratovolcano,Historical,D2,,,,,,,,,,,
Kuchino-shima,Japan,29.97,129.93,627,Stratovolcano,Holocene,D7,,,,,,,,,,,
Kuchinoshima,Japan,29.968,129.926,628,Stratovolcanoes,Radiocarbon,D6,,,,,,,,,,,
Semisopochnoi,United States,51.93,179.58,1221,Stratovolcano,Historical,D1,,,,,,,,,,,
"Plat Pays, Morne",Dominica,15.255,-61.341,940,Stratovolcano,Radiocarbon,D5,,,,,,,,,,,
Malumalu,United States,-14.601,-169.787,-145,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Osorezan,Japan,41.279,141.12,878,Stratovolcano,Historical,D4,,,,,,,,,,,
Seulawah Agam,Indonesia,5.448,95.658,1810,Stratovolcano,Historical,D3,,,,,,,,,,,
Vitim Volcanic Field,Russia,53.75,113.25,1250,Cinder cone,Holocene,U,,,,,,,,,,,
Kimsachata-Oroscocha,Peru,-14.133,-71.364,3848,Stratovolcano,Holocene,U,,,,,,,,,,,
Laguna Caldera,Philippines,14.42,121.27,743,Fumarole field,Fumarolic,Unknown,,,,,,,,,,,
Ivao Group,Russia,45.77,149.68,1426,Cinder cone,Holocene,U,,,,,,,,,,,
Pavlof Sister,United States,55.457,-161.854,2142,Stratovolcano,Historical,D4,,,,,,,,,,,
Milbanke Sound Group,Canada,52.5,-128.73,335,Cinder cone,Holocene,U,,,,,,,,,,,
"Blanco, Cerro",Argentina,-26.789,-67.765,4670,Caldera,Holocene,U,,,,,,,,,,,
Karisimbi,"Congo, DRC",-1.506,29.45,4490,Stratovolcano,Holocene,U,,,,,,,,,,,
Dawson Strait Group,Papua New Guinea,-9.62,150.88,500,Volcanic field,Hydration Rind,D6,,,,,,,,,,,
Unnamed,Tonga,-20.852,-175.55,-296,Submarine volcano,Historical,D1,,,,,,,,,,,
Chirinkotan,Russia,48.98,153.48,724,Stratovolcano,Historical,D1,,,,,,,,,,,
Mat Ala,Ethiopia,13.106,41.161,493,Shield volcano,Holocene,U,,,,,,,,,,,
Manda-Inakir,Ethiopia,12.38,42.2,600,Fissure vent,Historical,D2,,,,,,,,,,,
Clark,New Zealand,-36.446,177.839,-860,Submarine volcano,Fumarolic,U,,,,,,,,,,,
Putana,Chile,-22.557,-67.853,5884,Stratovolcano,Historical,D1,,,,,,,,,,,
Mocho-Choshuenco,Chile,-39.927,-72.027,2422,Stratovolcano,Historical,D2,,,,,,,,,,,
"Ash Shaam, Harrat",Saudi Arabia,32.333,37.583,1100,Volcanic field,Holocene,U,,,,,,,,,,,
Mousa Alli,Djibouti,12.469,42.404,1993,Stratovolcano,Holocene,U,,,,,,,,,,,
"Yar, Jabal",Saudi Arabia,17.05,42.83,305,Volcanic field,Historical,D3,,,,,,,,,,,
Uzon,Russia,54.5,159.97,1617,Caldera,Radiocarbon,D7,,,,,,,,,,,
Merbabu,Indonesia,-7.454,110.44,3118,Stratovolcano,Historical,D4,,,,,,,,,,,
Davis Lake,United States,43.57,-121.82,2163,Volcanic field,Radiocarbon,D7,,,,,,,,,,,
Northern EPR at 10.7°N,Pacific Ocean,10.73,-103.58,-2900,Submarine volcano,Historical,D1,,,,,,,,,,,
St. Paul,Indian Ocean,-38.72,77.53,268,Stratovolcano,Historical,D4,,,,,,,,,,,
SW Usangu Basin,Tanzania,-8.75,33.8,2179,Lava dome,Holocene,U,,,,,,,,,,,
Balut,Philippines,5.398,125.376,840,Stratovolcano,Holocene,U,,,,,,,,,,,
Balatocan,Philippines,8.8,124.92,2450,Compound volcano,Fumarolic,U,,,,,,,,,,,
Koshelev,Russia,51.356,156.753,1822,Stratovolcano,Historical,D5,,,,,,,,,,,
Santiago,Ecuador,-0.22,-90.77,920,Shield volcano,Historical,D2,,,,,,,,,,,
Apagado,Argentina,-41.88,-72.58,1210,Cinder cone,Holocene,U,,,,,,,,,,,
Zavaritsky,Russia,53.905,158.385,1567,Cinder cones,Radiocarbon,D7,,,,,,,,,,,
Vulcano,Italy,38.404,14.962,500,Stratovolcano,Historical,D3,,,,,,,,,,,
"Aramuaca, Laguna",El Salvador,13.428,-88.105,181,Maar,Holocene,U,,,,,,,,,,,
Katmai,United States,58.28,-154.963,2047,Stratovolcano,Historical,D2,,,,,,,,,,,
Bombalai,Malaysia,4.4,117.88,531,Pyroclastic cone,Holocene,Unknown,,,,,,,,,,,
Tuzgle,Argentina,-24.05,-66.48,5486,Stratovolcano,Holocene?,?,,,,,,,,,,,
Bora Ale,Ethiopia,13.725,40.6,668,Stratovolcano,Holocene,U,,,,,,,,,,,
Pular,Argentina,-24.188,-68.054,6233,Stratovolcano,Historical,D1,,,,,,,,,,,
Malintang,Indonesia,0.47,99.67,1983,Stratovolcano,Holocene,U,,,,,,,,,,,
Agrigan,United States,18.77,145.67,965,Stratovolcano,Historical,D2,,,,,,,,,,,
Kueishantao,Taiwan,24.841,121.953,361,Stratovolcano,Pleistocene-Fumarol,Q,,,,,,,,,,,
"Azufre, Cerro del",Bolivia,-21.787,-68.237,5846,Stratovolcano,Holocene,U,,,,,,,,,,,
Mikurajima,Japan,33.874,139.602,851,Submarine volcano,Holocene,Unknown,,,,,,,,,,,
Atka Volcanic Complex,United States,52.331,-174.139,1518,Stratovolcano,Historical,D1,,,,,,,,,,,
Cabalian,Philippines,10.285,125.218,912,Stratovolcano,Holocene,U,,,,,,,,,,,
Crow Lagoon,Canada,54.7,-130.23,335,Pyroclastic cone,Holocene,U,,,,,,,,,,,
Theistareykir,Iceland,65.883,-16.967,563,Shield volcano,Tephrochronology,D7,,,,,,,,,,,
Melville,Antarctica,-62.02,-57.67,549,Stratovolcano,,Unknown,,,,,,,,,,,
Marsabit,Kenya,2.32,37.97,1707,Shield volcano,Holocene,Unknown,,,,,,,,,,,
Esteli,Nicaragua,13.17,-86.4,899,Fissure vent,Holocene,Unknown,,,,,,,,,,,
Eldey,Iceland,63.733,-23,70,Submarine,,D2,,,,,,,,,,,
Three Sisters,United States,44.133,-121.767,3159,Complex volcano,Radiocarbon,D6,,,,,,,,,,,
Bola,Papua New Guinea,-5.141,150.038,1116,Stratovolcano,Holocene,U,,,,,,,,,,,
Kell,Russia,51.65,157.35,900,Stratovolcano,Holocene,U,,,,,,,,,,,
Hayli Gubbi,Ethiopia,13.51,40.722,493,Shield volcano,Holocene,U,,,,,,,,,,,
Sarigan,United States,16.708,145.78,538,Stratovolcano,Holocene,U,,,,,,,,,,,
Milna,Russia,46.815,151.786,1504,Somma volcano,Holocene,U,,,,,,,,,,,
Alu-Dalafilla,Ethiopia,13.793,40.553,578,Fissure vent,Holocene,U,,,,,,,,,,,
NW Rota-1,United States,14.601,144.775,-517,Submarine volcano,Historical,D1,,,,,,,,,,,
Amukta,United States,52.5,-171.252,1066,Stratovolcano,Historical,D1,,,,,,,,,,,
Brava,Cape Verde,14.85,-24.72,900,Stratovolcano,Holocene,U,,,,,,,,,,,
Lower Chindwin,Myanmar,22.28,95.1,385,Volcanic field,Holocene,Unknown,,,,,,,,,,,
Unnamed,Arctic Ocean,88.27,-65.6,-1500,Submarine volcano,Historical,D2,,,,,,,,,,,
Kozushima,Japan,34.219,139.153,572,Lava dome,Historical,D6,,,,,,,,,,,
Wells Gray-Clearwater,Canada,52.33,-120.57,2576,Cinder cone,Dendrochronology,D5,,,,,,,,,,,
Tajumulco,Guatemala,15.043,-91.903,4203,Stratovolcano,Holocene,U,,,,,,,,,,,
Nila,Pacific Ocean,-6.73,129.5,781,Stratovolcano,Historical,D1,,,,,,,,,,,
"Quill, The",Netherlands,17.478,-62.96,601,Stratovolcano,Radiocarbon,D6,,,,,,,,,,,
Iktunup,Russia,58.08,160.77,2300,Shield volcano,Holocene,U,,,,,,,,,,,
